Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
13407;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
14131;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
15474;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
16074;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
16985;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
18478;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
19896;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
20411;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
22269;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
23324;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
23992;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
24590;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25095;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25158;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25205;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25357;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25374;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25533;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25557;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25780;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25802;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25832;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
26157;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26162;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26226;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
26235;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26367;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26544;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26547;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26598;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26627;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26900;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26900;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26956;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27024;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27029;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27427;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27523;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27599;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
27614;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27701;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27990;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28031;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28058;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28174;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28180;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28330;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28434;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
