Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
23326;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25030;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28923;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29684;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30631;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31647;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
32900;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
34711;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
34737;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
34801;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
35266;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38890;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
39686;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
41064;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
41882;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
42396;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43649;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44410;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44828;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
45745;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
45932;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47934;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
49747;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
50678;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
52416;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
52877;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
53361;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
53639;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
54795;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
56173;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
56572;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
58368;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
59633;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
60104;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
60698;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
61534;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
63348;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
64904;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
65439;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
65466;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
65920;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
66332;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
66561;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
66817;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
66825;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
68507;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
70232;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
70832;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
71850;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
72303;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
73395;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
74440;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
75771;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
79935;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
79942;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
80775;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
81841;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
85711;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
87833;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
90743;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
90873;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
93230;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
94378;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
94388;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
94945;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
95106;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
95321;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
95952;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
96735;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
97385;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
97739;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
98784;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
98987;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
100252;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
101112;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
101124;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
101436;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
101762;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
102024;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
102560;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
102645;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
104902;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
106254;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
107471;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
108043;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
109345;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
110070;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
110498;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
110576;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
112190;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
114271;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
115989;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
116138;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
117345;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
117829;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
119250;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
119660;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
121231;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
122308;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
122900;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
123326;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
125030;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
128923;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
129684;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
130631;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
131647;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
132900;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
134711;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
