Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
13053;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
14248;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
14946;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
15982;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
17481;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
18729;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
19710;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
20316;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
21250;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
21905;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
23230;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
24405;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25025;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25063;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25085;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25145;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25211;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25222;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25251;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25259;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25308;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25340;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25928;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26054;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26082;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26163;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26337;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26400;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
26515;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26534;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26553;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26696;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26818;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26837;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26845;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26976;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
27031;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27034;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27175;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27232;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27250;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27331;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27463;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27556;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27655;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27690;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27812;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27837;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27881;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
27912;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28035;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28400;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28612;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28854;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29136;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29137;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29174;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
29450;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29507;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29586;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29724;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29925;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30046;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30154;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30227;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30337;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30619;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30632;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30773;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31029;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31125;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
