Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
13985;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
15355;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
18107;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
20848;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
23766;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25060;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
25296;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25316;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25404;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25912;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
25936;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26098;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26185;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26382;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26432;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26517;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26536;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26612;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26729;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
26822;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27029;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27156;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
27293;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27443;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
27656;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28513;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
28560;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
28567;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29069;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29533;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29845;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29855;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
29967;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30093;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
30494;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31075;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31273;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
31394;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31479;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31554;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
31886;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
32455;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
32526;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
32687;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
32699;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
32924;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
33393;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
33493;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
33593;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
34058;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
34718;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
35221;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
35412;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
35821;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36008;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36024;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36280;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36472;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36555;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36804;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36809;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
36865;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
37004;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37320;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37360;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37489;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
37844;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38181;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38194;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38447;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
38670;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
38807;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
39406;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
39455;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
39535;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
39613;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
39673;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40186;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40298;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40645;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40741;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40759;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40812;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40825;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
40930;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
41021;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
41395;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
41901;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
42384;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
42928;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
42965;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
43161;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43353;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43427;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
43497;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44487;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44582;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44689;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44738;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44768;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44970;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
44997;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
45043;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
45182;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
45212;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
45228;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
45672;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
45932;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
46097;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
46140;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
46607;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
46808;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
46814;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
46828;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
46965;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47371;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47666;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47730;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
47920;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
48103;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
48286;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
